Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.05396325587555505,0.061899100383889086,0.05396325587555505,0.05925341323018074,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.05925340847976166,0.06242811111441274,0.05925340847976166,0.06136947125196457,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06136946585321175,0.0629571212690425,0.06136946585321175,0.062428105622529984,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06242810182112469,0.0629571174354241,0.06031143088767087,0.06084044650197029,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.060840458236977805,0.06136947395331465,0.05925341108796728,0.05978242680430412,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.059782421925557265,0.059782421925557265,0.057666359232898354,0.05819537490606308,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.058195369890537745,0.059253401145681554,0.055550291752678234,0.05660832300782204,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.056608321680371144,0.056608321680371144,0.054492259219704665,0.05502127483487129,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.05502128910483219,0.05607932060956955,0.05449227335246352,0.05607932060956955,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.056079314254677395,0.058195377024360465,0.05555029856225663,0.0576663613319397,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05766636082984734,0.05872439220547676,0.05766636082984734,0.05872439220547676,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05872439057922781,0.05872439057922781,0.05713734355973363,0.05819537490606308,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.058195377024360465,0.058195377024360465,0.0576663613319397,0.0576663613319397,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.057666359232898354,0.05925340625239254,0.057666359232898354,0.05819537490606308,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.05872439220547676,0.06031143926892089,0.05872439220547676,0.05872439220547676,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.05872439220547676,0.05925340789329147,0.05872439220547676,0.05872439220547676,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.05872439271678123,0.059253408409202006,0.05660832994709816,0.0576663613319397,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.057666359232898354,0.05925340625239254,0.057666359232898354,0.05819537490606308,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.0581953817592556,0.05978242896564331,0.0581953817592556,0.05925341323018074,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.05925341108796728,0.06031144252064096,0.058195379655293596,0.05978242680430412,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.06031143088767087,0.061899086206825264,0.06031143088767087,0.06084044650197029,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.06084045555891384,0.06189909542136201,0.06084045555891384,0.06136947125196457,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.06136947125196456,0.06136947125196456,0.05925340847976166,0.06136947125196457,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.06136946544770978,0.06401515213908407,0.060840449804692755,0.06348613649606705,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.06348613444427055,0.06401515007019043,0.06348613444427055,0.06401515007019043,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.0640151354420933,0.0640151354420933,0.061369449440790105,0.06189907342195511,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.061899073421955116,0.06242808892698966,0.06031141843072101,0.06189907342195511,22924800,0.0,0.0
1986-04-22 00:00:00-05:00,0.061899086206825264,0.061899086206825264,0.060840446501970284,0.06084044650197029,15552000,0.0,0.0
1986-04-23 00:00:00-05:00,0.060840451456068284,0.06136946711344424,0.06031143579869234,0.06110495701432228,15609600,0.0,0.0
1986-04-24 00:00:00-05:00,0.061104982840326325,0.06824730798034304,0.06084047717027908,0.0671892762184143,62352000,0.0,0.0
1986-04-25 00:00:00-05:00,0.06771824868769188,0.07433155370719682,0.06771824868769188,0.07142196595668793,85795200,0.0,0.0
1986-04-28 00:00:00-04:00,0.07142194921184564,0.0724799800474546,0.07089232531801104,0.07195096462965012,28886400,0.0,0.0
1986-04-29 00:00:00-04:00,0.07195097735781643,0.07195097735781643,0.06930529132474063,0.06983430683612823,30326400,0.0,0.0
1986-04-30 00:00:00-04:00,0.06983432040690954,0.07036333602109981,0.06666022672176783,0.06824727356433868,30902400,0.0,0.0
1986-05-01 00:00:00-04:00,0.06824730798034304,0.06824730798034304,0.06613124445648558,0.0671892762184143,54345600,0.0,0.0
1986-05-02 00:00:00-04:00,0.0671892762184143,0.06824730798034304,0.06666026033744994,0.0671892762184143,20246400,0.0,0.0
1986-05-05 00:00:00-04:00,0.06718924850472874,0.06718924850472874,0.06666023284196854,0.06666023284196854,3254400,0.0,0.0
1986-05-06 00:00:00-04:00,0.0671892762184143,0.06824730798034304,0.0671892762184143,0.0671892762184143,9734400,0.0,0.0
1986-05-07 00:00:00-04:00,0.0671892762184143,0.06771829209937867,0.06613124445648558,0.0671892762184143,5155200,0.0,0.0
1986-05-08 00:00:00-04:00,0.067189244360088,0.0677182599902153,0.06666022872996069,0.0677182599902153,3542400,0.0,0.0
1986-05-09 00:00:00-04:00,0.06771829209937867,0.06771829209937867,0.0671892762184143,0.0671892762184143,6076800,0.0,0.0
1986-05-12 00:00:00-04:00,0.067189244360088,0.06930530688059722,0.067189244360088,0.0677182599902153,10483200,0.0,0.0
1986-05-13 00:00:00-04:00,0.0677182579501484,0.06877628917852897,0.0677182579501484,0.06824727356433868,3830400,0.0,0.0
1986-05-14 00:00:00-04:00,0.0682472756203426,0.0682472756203426,0.0677182599902153,0.0677182599902153,9302400,0.0,0.0
1986-05-15 00:00:00-04:00,0.0677182599902153,0.06877629125046991,0.0677182599902153,0.0677182599902153,3801600,0.0,0.0
1986-05-16 00:00:00-04:00,0.0677182579501484,0.06983432040690954,0.0677182579501484,0.06824727356433868,11952000,0.0,0.0
1986-05-19 00:00:00-04:00,0.06824730798034304,0.06824730798034304,0.06666026033744994,0.0671892762184143,11001600,0.0,0.0
1986-05-20 00:00:00-04:00,0.06718924850472874,0.06718924850472874,0.06613121717920833,0.06666023284196854,61977600,0.0,0.0
1986-05-21 00:00:00-04:00,0.06666025979884352,0.06718927567553351,0.06560222804546356,0.06560222804546356,8092800,0.0,0.0
1986-05-22 00:00:00-04:00,0.06560222804546356,0.06613124392215354,0.06560222804546356,0.06560222804546356,4406400,0.0,0.0
1986-05-23 00:00:00-04:00,0.06560222804546356,0.06666025979884352,0.06560222804546356,0.06560222804546356,4089600,0.0,0.0
1986-05-27 00:00:00-04:00,0.0656021974697061,0.0677182599902153,0.0656021974697061,0.0677182599902153,13881600,0.0,0.0
1986-05-28 00:00:00-04:00,0.06771824479057782,0.06983430683612823,0.06771824479057782,0.06983430683612823,15523200,0.0,0.0
1986-05-29 00:00:00-04:00,0.06983431085501947,0.07247999704035171,0.06930529531318758,0.07142196595668793,45676800,0.0,0.0
1986-05-30 00:00:00-04:00,0.07195097917878086,0.07512507232743772,0.07195097917878086,0.07406704127788544,27072000,0.0,0.0
1986-06-02 00:00:00-04:00,0.07406702630086803,0.07406702630086803,0.07195096462965012,0.07195096462965012,19728000,0.0,0.0
1986-06-03 00:00:00-04:00,0.07195096462965012,0.07195096462965012,0.07089232531801104,0.07195096462965012,5011200,0.0,0.0
1986-06-04 00:00:00-04:00,0.07195098149851982,0.07247999704035171,0.07089234193868325,0.07142196595668793,4723200,0.0,0.0
1986-06-05 00:00:00-04:00,0.07142196942053869,0.07248000055551529,0.07089234537684809,0.07248000055551529,13708800,0.0,0.0
1986-06-06 00:00:00-04:00,0.07248000055551529,0.07248000055551529,0.07142196942053869,0.07248000055551529,3427200,0.0,0.0
1986-06-09 00:00:00-04:00,0.07248001047895548,0.07248001047895548,0.06930530816316605,0.06930530816316605,12672000,0.0,0.0
1986-06-10 00:00:00-04:00,0.06930530816316605,0.06930530816316605,0.06824727688333145,0.06930530816316605,3427200,0.0,0.0
1986-06-11 00:00:00-04:00,0.06930530816316605,0.06930530816316605,0.06824727688333145,0.06930530816316605,2304000,0.0,0.0
1986-06-12 00:00:00-04:00,0.06930531115576954,0.06930531115576954,0.06613121717920833,0.06666023284196854,13708800,0.0,0.0
1986-06-13 00:00:00-04:00,0.06666023284196854,0.06718924850472874,0.06613121717920833,0.06666023284196854,7891200,0.0,0.0
1986-06-16 00:00:00-04:00,0.06666024996767618,0.06718926576634601,0.06560221837033652,0.06613123416900635,9590400,0.0,0.0
1986-06-17 00:00:00-04:00,0.06666026033744994,0.06824730798034304,0.06666026033744994,0.0671892762184143,13075200,0.0,0.0
1986-06-18 00:00:00-04:00,0.06718924850472874,0.06718924850472874,0.06560220151644813,0.06666023284196854,4348800,0.0,0.0
1986-06-19 00:00:00-04:00,0.06666024996767618,0.06718926576634601,0.06560221837033652,0.06613123416900635,8467200,0.0,0.0
1986-06-20 00:00:00-04:00,0.0661312048266294,0.06666022039057534,0.0661312048266294,0.06639571487903595,3801600,0.0,0.0
1986-06-23 00:00:00-04:00,0.0663957546674027,0.0671892762184143,0.06507321269455685,0.0671892762184143,46195200,0.0,0.0
1986-06-24 00:00:00-04:00,0.06718924850472874,0.06771826416748894,0.06613121717920833,0.06666023284196854,14572800,0.0,0.0
1986-06-25 00:00:00-04:00,0.06666025979884352,0.06718927567553351,0.06560222804546356,0.06560222804546356,15235200,0.0,0.0
1986-06-26 00:00:00-04:00,0.06560219906813514,0.06613121471115216,0.06348613649606705,0.06348613649606705,19152000,0.0,0.0
